courseType,courseNumber,courseTitle
GN,350X,Advanced German for Professional Purposes
GN,3511,Advanced German I: Exploration and Innovation in the German-Speaking World
GN,3512,Advanced German II: National Identities and Storie
GN,3512,Advanced German II
GN,3513,Survey Of German Civilization And Culture From 1871 To The Present
GN,3514,Seminar On Selected Topics In German Literature
GN,3516,German Film
GOV,1301,U.S. Government
GOV,1303,American Public Policy
GOV,1310,Law, Courts, And Politics
GOV,1320,Topics In International Politics
GOV,1320,Topics In International Politics: Law, International NGOs, and Human Rights
GOV,2100,Engineering and Public Policy
GOV,2302,Science-Technology Policy
GOV,2310,Constitutional Law: Foundations Of Government
GOV,2311,Environmental Policy And Law
GOV,2313,Intellectual Property Law
GOV,2314,Cyberlaw And Policy
GOV,2319,Global Environmental Politics
GOV,3000,Psychology And Law
HI,1311,Introduction To American Urban History
HI,1313,The US and the World
HI,1314,Introduction To Early American History
HI,1322,Introduction To European History
HI,1330,Introduction To The History Of Science And Technology
HI,1345,Atlantic Worlds
HI,1350,Introduction To Environmental History
HI,2310,Topics In Urban History
HI,2310,Topics In Urban History: Civil Rights in the City
HI,2311,American Colonial History
HI,2313,American History, 1789-1877
HI,2314,American History, 1877-1920
HI,2315,The Shaping Of Post-1920 America
HI,2318,Topics In Law, Justice And American Society: Race, Gender, and the Law
HI,2320,Modern European History
HI,2328,History Of Revolutions In The Twentieth Century
HI,2329,European Empires
HI,2335,Topics In The History Of American Science And Technology: The 20th Century
HI,2335,Topics In The History Of American Science And Technology
HI,2343,East Asia: China At The Center
HI,2350,Topics In The History Of Science: Space and Time
HI,2350,Topics In The History Of Science: Biology/Anthropology
HI,2350,Topics In The History Of Science: The Planets
HI,2400,Topics In Environmental History: Global Environmental History
HI,2400,Topics In Environmental History: An Animal History of North America
HI,2400,Topics In Environmental History
HI,2900,Topics in Gender and History: Women & Communism
HI,2900,Topics in Gender and History: Women, Peace, and Conflict
HI,2900,Topics in Gender and History: Tech Bros
HI,2913,Capitalism And Its Discontents
HI,2921,Topics In Modern European History: Mass Violence and Genocide
HI,2921,Topics In Modern European History: Disability in European History
HI,2921,Topics In Modern European History
HI,2930,Topics in Latin American History
HI,3312,Topics In American Social History: Love and Marriage
HI,3312,Topics In American Social History: African American History
HI,3314,The American Revolution
HI,3316,Topics In Twentieth-Century U.S. History: Suburban Dreaming
HI,3317,Topics In Environmental History: American Disaster
HI,331X,Urban Ecology and Environmental Justice
HI,3331,Topics In The History Of European Science And Technology: The European Atom
HI,3334,Topics In The History Of American Science And Technology: Media Revolutions
HI,3335,Topics In The History Of Non-Western Science And Technology: Ethnomathematics
HI,3343,Topics In Asian History
HI,3343,Topics In Asian History: Global China
HI,3344,Pacific Worlds
HU,1222,Introduction To Medical Humanities
HU,1400,Introduction to Africana Studies
HU,1411,Introduction To American Studies
HU,1500,Introduction To Gender, Sexuality & Women's Studies
HU,2222,Topics In Medical Humanities
HU,2251,Introduction To Film Studies
HU,2258,World Cinemas
HU,2501,Stem-Inism
HU,2502,Global Feminisms
HU,250X,Women in Chinese Fiction and Film
HU,2901,Topics in Sexuality and LGBTQ+ Studies
HU,2901,Topics in Sexuality and LGBTQ+ Studies: Feminist, Queer, Crip
HU,2901,Topics in Sexuality and LGBTQ+ Studies: Queering Bioethics
HU,2901,Topics in Sexuality and LGBTQ+ Studies: LGBTQ Icons
HU,3570,Topics in Film Studies
HU,3570,Topics in Film Studies: Science Fiction Film
HU,3900,INQ SEM: TBA
HU,3900,INQ SEM: Early American History
HU,3900,INQ SEM: American History through Film
HU,3900,INQ SEM: History of Sports
HU,3900,INQ SEM: Sci-Fi, Horror, and Fantasy Writing
HU,3900,INQ SEM: Rhetorics of Health and Illness
HU,3900,INQ SEM IN HUA: Rhetoric and Popular Culture
HU,3900,INQ SEM: Theory and Practice of Meditation
HU,3900,INQ SEM: A Christmas Carol
HU,3900,INQ SEM: AI and Professional Writing
HU,3900,INQ SEM: Migrations
HU,3900,INQ SEM: Urban History
HU,3900,INQ SEM: Power of Manifestos
HU,3900,INQ SEM: Communicating Across Cultures
HU,3900,INQ SEM: The Beatles
HU,3900,INQ SEM: Philosophy of Film
HU,3900,INQ SEM: Riots and Rebellions in American Cities
HU,3900,INQ SEM HUA: Short Forms
HU,3900,INQ SEM: Travel Writing
HU,3900,INQ SEM: Biomedicine and the Language of Pain
HU,3900,IINQ SEM: Modern Architecture
HU,3900,INQ SEM: MCKIM, MEAD & WHITE & AMER ARCH 1870-1929
HU,3900,INQ SEM: The Poetic Sequence
HU,3900,INQ SEM: Soviet Space Program
HU,3900,INQ SEM: Literature and the Environment
HU,3900,INQ SEM: Integrating the Humanities in STEM Education
HU,3900,INQ SEM: Rhetoric and Popular Culture
HU,3900,INQ SEM: DDT, SILNT SPR, AM ENV
HU,3900,INQ SEM: History and the Atom
HU,3900,INQ SEM: History of Biodiversity, Extinction, and Anthropocene Technologies
HU,3900,INQ SEM: History Through Film
HU,3900,INQ SEM: Holocaust and Memory
HU,3900,INQ SEM: European Social Histories of Gender and Disability
HU,3900,INQ SEM: Writing through Conflict
HU,3900,INQ SEM: Queer Cinema
HU,3900,INQ SEM IN HUA: Ethics of AI-generated Media
HU,3900,INQ SEM: Contemporary Moral Problems
HU,3900,INQ SEM: Philosophy
HU,3900,INQ SEM: Queerly Religious
HU,3900,INQ SEM: Loaded Language
HU,3900,INQ SEM: Environmental Phil
HU,3900,INQ SEM: Rhetoric & Motivation in Exercise and Sport
HU,3900,INQ SEM: Jazz History Database
HU,3900,INQ SEM: Music and Society
HU,3900,INQ SEM IN HUA: Gravity's Rainbow
HU,3900,INQ SEM: Writing Suspense
HU,3900,INQ SEM IN HUA: Writing, Rhetoric, and Social Justice
HU,3900,INQ SEM IN HUA: African Literature
HU,3900,INQ SEM: Fictions of Time Travel
HU,3900,INQ SEM: Global Studies
HU,3900,INQ SEM: Latin America and the World
HU,3900,INQ SEM: Collections of W A M
HU,3900,INQ SEM: Writing, Rhetoric, and Social Justice
HU,3900,INQ SEM: AI and Rhetorical Machines
HU,3900,INQ SEM: Feminist Killjoys
HU,3900,INQ SEM: Gravity's Rainbow
HU,3900,INQ SEM: Writing the Prose Poem
HU,3900,INQ SEM: Native American History
HU,3900,INQ SEM: Media Revolutions
HU,3900,INQ SEM: Visions of the City
HU,3900,INQ SEM IN HUA: Revolutions
HU,3900,INQ SEM: Histories of the Future
HU,3900,INQ SEM: History of Rationality in Enlightenment Society
HU,3900,INQ SEM: The Meaning of Life
HU,3900,INQ SEM: Nationalism
HU,3900,INQ SEM: Nationalism in Asia
HU,3900,INQ SEM: Jewish Immigrant Fiction
HU,3900,INQ SEM: Oceans
HU,3900,INQ SEM: Rhetoric of Conspiracy Theories
HU,3900,INQ SEM: Writing About Music
HU,3900,INQ SEM: Will AI Destroy the World? Critical Theories of Technology
HU,3900,INQ SEM: Philosophy and Religion in Early China
HU,3900,INQ SEM: ‘Illness Influencers’: Social Media and the Rhetoric of Authentic Suffering
HU,3900,INQ SEM: Decolonization and Activism in the African Diaspora
HU,3900,INQ SEM: Effortless Action
HU,3900,INQ SEM: The Long Civil Rights Movement
HU,3900,INQ SEM: Mapping History
HU,3900,INQ SEM: Playwriting
HU,3900,INQ SEM: The Concept Album: Past and Present
HU,3900,INQ SEM: TBD
HU,3900,INQ SEM IN HUA: The Concept Album: Past and Present
HU,3900,INQ SEM IN HUA: Early American History
HU,3900,INQ SEM IN HUA: Literature in the World
HU,3900,INQ SEM IN HUA: Theory and Practice of Meditation
HU,3900,INQ SEM IN HUA: History of Technology
HU,3900,INQ SEM IN HUA: Non-Western World Literature
HU,3900,INQ SEM IN HUA: Being Human in a Digital Age
HU,3910,PRAC IN HUA: Writing for the Web
HU,3910,PRAC IN HUA: Developing Technology for Music
HU,3910,PRAC IN HUA: Light Art
HU,3910,PRAC IN HUA: Creating Algorithmic Music
HU,3910,PRAC IN HUA: Musical Robotics
HU,3910,PRAC IN HUA: Visual Persuasion
HU,3910,PRAC IN HUA: Documentary Short Video and Narrative Photography
HU,3910,PRAC IN HUA: Film Narratives in Play
HU,3910,PRAC IN HUA: Illustrating Fiction
HU,3910,PRAC IN HUA: Music and Science
HU,3910,PRAC IN HUA: Arranging
HU,3910,PRAC IN HUA: Adapt/Modded Musical Instruments
HU,3910,PRAC IN HUA: WasteWorks
HU,3910,PRAC IN HUA: Producer as Composer
HU,3910,PRAC IN HUA: Nature, Design & Art
HU,3910,PRAC IN HUA: 2D Design - 3D Sculpture
HU,3910,PRAC IN HUA: Advanced Studies in Figure Drawing
HU,3910,PRAC IN HUA: Cinematic Production
HU,3910,PRAC IN HUA: Develop Technology for Music
HU,3910,PRAC IN HUA: Vocal Performance
HU,3910,PRAC IN HUA: Literary Magazine Editing
HU,3910,PRAC IN HUA: Literary Magazine Editing - hex literary
HU,3910,PRAC IN HUA: Instrumental Music Performance
HU,3910,PRAC IN HUA: Writing a Web Series
HU,3910,PRAC IN HUA: Performance & Dramaturgy (FA25)
HU,3910,PRAC IN HUA: Design (FA25)
HU,3910,PRAC IN HUA: Technical Production (FA25)
HU,3910,PRAC IN HUA: Publicity & Management (FA25)
HU,3910,PRAC IN HUA: Directing & Dramaturgy (SP25)
HU,3910,PRAC IN HUA: Performance & Dramaturgy (SP26)
HU,3910,PRAC IN HUA: Design (SP26)
HU,3910,PRAC IN HUA: Design & Management (SP25)
HU,3910,PRAC IN HUA: Technical Production (SP25)
HU,3910,PRAC IN HUA: Technical Production (SP26)
HU,3910,PRAC IN HUA: Publicity & Management (SP26)
ID,1000,Summer Academic Success Program
ID,2050,SOC SCI RES-IQP: Cape Town (WI)
ID,2050,SOC SCI RES- IQP: Hangzhou (WI)
ID,2050,SOC SCI RES- IQP: Kyoto (WI)
ID,2050,SOC SCI RES- IQP: Melbourne (WI)
ID,2050,SOC SCI RES- IQP: Nantucket (WI)
ID,2050,SOC SCI RES- IQP: Prague (WI)
ID,2050,SOC SCI RES-IQP: Santa Fe (WI)
ID,2050,SOC SCI RES-IQP: Tirana (WI)
ID,2050,SOC SCI RES-IQP: Venice (WI)
ID,2050,SOC SCI RES-IQP: Washington DC (WI)
ID,2050,SOC SCI RES-IQP: Nepal (WI)
ID,2050,SOC SCI RES-IQP- Hawaii (WI)
ID,2050,SOC SCI RES-IQP: Bangkok (WI)
ID,2050,SOC SCI RES-IQP- Cuenca (WI)
ID,2050,SOC SCI RES-IQP: Melbourne (WI)
ID,2050,SOC SCI RES-IQP: Hawaii (WI)
ID,2050,SOC SCI RES-IQP: Ghana (WI)
ID,2050,SOC SCI RES-IQP: Monteverde, Costa Rica (WI)
ID,2050,SOC SCI RES-IQP- London (WI)
ID,2050,SOC SCI RES-IQP: San Jose, Costa Rica (WI)
ID,2050,SOC SCI RES-IQP: New Zealand (WI)
ID,2050,SOC SCI RES-IQP- Worcester, MA. (WI)
ID,2050,SOC SCI RES-IQP: Hong Kong, China
ID,2050,SOC SCI RES-IQP- Puerta Rico (WI)
ID,2050,SOC SCI RES-IQP-Paraguay (WI)
ID,2050,SOC SCI RES-IQP-Germany (WI)
ID,2050,SOC SCI RES-IQP- Romania (WI)
ID,2050,SOC SCI RES-IQP- Denmark (WI)
ID,2050,SOC SCI RES-IQP-Victoria Canada (WI)
ID,2050,SOC SCI RES-IQP- Paxton (WI)
ID,2050,SOC SCI RES-IQP- India (WI)
ID,2050,SOC SCI RES-IQP- Montreal Canada (WI)
ID,2050,SOC SCI RES-IQP- Australia (WI)
ID,2050,SOC SCI RES-IQP- Cadiz (WI)
ID,2050,SOC SCI RES-IQP- Puerto Rico (WI)
ID,2050,SOC SCI RES-IQP- Taipei Taiwan (WI)
ID,2050,SOC SCI RES-IQP- Greece (WI)
ID,2050,SOC SCI RES-IQP- MWROC MA, USA (WI)
ID,2050,SOC SCI RES-IQP- Namibia (WI)
ID,2050,SOC SCI RES-IQP- Worcester UK (WI)
ID,2050,SOC SCI RES-IQP- Armenia (WI)
ID,2050,SOC SCI RES-IQP- Rabat-Morocco (WI)
ID,2050,SOC SCI RES-IQP-Worc Tech Teacher Prep
ID,2050,SOC SCI RES-IQP-Worcester Teacher Preparation Project Center
ID,2050,SOC SCI RES-IQP- Worcester Ma (WI)
ID,2050,SOC SCI RES-IQP- Lausanne (WI)
ID,2050,SOC SCI RES-IQP- Singapore (WI)
ID,2050,SOC SCI RES-IQP- New Zealand (WI)
ID,2050,SOC SCI RES-IQP: COA option ME (WI)
ID,2050,SOC SCI RES-IQP: Schodic option ME (WI)
ID,2050,SOC SCI RES-IQP- Beijing China (WI)
ID,2050,SOC SCI RES-IQP- London England (WI)
ID,2050,SOC SCI RES-IQP: MWROC
ID,2050,SOC SCI RES-IQP: France (WI)
ID,2050,SOC SCI RES-IQP- Boston, MA (WI)
ID,2050,SOC SCI RES-IQP- Farm Stay, MA (WI)
ID,2050,SOC SCI RES-IQP- Glacier National Park (WI)
ID,2050,SOC SCI RES-IQP- Panama City, Panama (WI)
ID,2050,SOC SCI RES-IQP- Reykjavik, Iceland (WI)
ID,2050,SOC SCI RES-IQP- Zurich, Switzerland (WI)
ID,2050,SOC SCI RES-IQP- Venice (WI)
ID,2050,SOC SCI RES-IQP- Istanbul (WI)
ID,2050,SOC SCI RES-IQP- Worcester, MA
ID,2050,SOC SCI RES-IQP- White Mountains, NH (WI)
ID,2314,Cyberlaw And Policy
ID,3150,Light, Vision And Understanding
ID,3525,Spanish American Film/Media: Cultural Issues
ID,3526,Comparative Business Environments
ID,3527,Technical And Business Spanish
ID,3529,Caribbeanness: Voices Of The Spanish Caribbean
ID,3530,Spanish Film/Media: Cultural Issues
ID,3531,Contemporary Us Latino Literature & Culture
ID,500,Responsible Conduct Of Research
ID,525,ST: Value Creation for Graduate Research
ID,527,Fundamentals Of Scientific Teaching And Pedagogy
IDG,598,Systems Engineering Leadership Project
IGS,502,Perspectives in Global Health
IGS,590,Capstone Seminar: Comparative Climate Action
IGS,596,ST in IGS: GIS for Climate Resilience
IMGD,1000,Critical Studies Of Interactive Media And Games
IMGD,1001,The Game Development Process
IMGD,1002,Storytelling In Interactive Media And Games
IMGD,2000,Social Issues In Interactive Media And Games
IMGD,2030,Game Audio I
IMGD,2048,Technical Art And Character Rigging
IMGD,2101,3d Modeling I
IMGD,2200,AI in Writing and Communication
IMGD,2222,2d Animation I
IMGD,2333,3d Animation I
IMGD,2450,Narrative Design for Interactive Media and Games
IMGD,2700,Digital Painting
IMGD,2740,3d Environmental Modeling
IMGD,2900,Digital Game Design I
IMGD,2905,Data Analysis For Game Development
IMGD,3000,Technical Game Development I
IMGD,3030,Game Audio II
IMGD,3100,Novel Interfaces For Interactive Environments
IMGD,3101,3d Modeling II
IMGD,3200,Interactive Electronic Arts
IMGD,3210,Human Figure in Motion
IMGD,3222,2d Animation II
IMGD,3333,3d Animation II
IMGD,3450,Writing Characters For Interactive Media & Games
IMGD,3500,Artistic Game Development I
IMGD,3700,Concept Art And Creative Illustration
IMGD,4000,Technical Game Development II
IMGD,4030,Advanced Topics in Interactive Audio
IMGD,4099,Special Topics In IMGD: Death & Games
IMGD,4099,Special Topics In IMGD: Real-Time VFX for Games and Interactive Media
IMGD,4100,Artificial Intelligence For Interactive Media And Games
IMGD,411X,Multiplayer Network Games
IMGD,4200,History And Future Of Immersive And Interactive Media
IMGD,4300,Graphics, Simulation, and Aesthetics
IMGD,4403,Motion Capture Techniques
IMGD,444X,Advanced Topics in Interactive Media, Production
IMGD,445X,Advanced Interactive Narrative
IMGD,4500,Artistic Game Development II
IMGD,4600,Serious Games
IMGD,4700,Advanced Storytelling: Quest Logic And Level Design
IMGD,4900,Digital Game Design Studio
IMGD,5000,Imgd Studio
IMGD,5010,IMGD Fundamentals
IMGD,5099,ST: Arts Based Research
IMGD,5200,History And Future Of Immersive And Interactive Media
IMGD,5300,Design Of Interactive Experiences
IMGD,5400,Production Management For Interactive Media
IMGD,5500,Serious and Applied Games
IMGD,6001,IMGD Career Colloquium
INTL,1100,Introduction To International And Global Studies
INTL,1200,Introduction to Asia
INTL,1300,Introduction To Latin America
INTL,2100,Approaches To Global Studies
INTL,2110,Global Justice
INTL,2310,Modern Latin America
INTL,2320,Environmental Justice in the Global Caribbean and Latin America
INTL,2410,Modern Africa
INTL,2420,Middle East, North Africa and Mediterranean
INTL,2510,Contemporary Europe: Union And Disunion
INTL,2910,Topics In Global Studies: Nationalism and Globalism
INTL,2910,Topics In Global Studies: Religion in Modern China
INTL,2910,Topics In Global Studies: Multiculturalism in London
INTL,3050,Global Re-Entry Seminar
INTL,4100,Senior Seminar In International And Global Studies
ISE,1800,Academic Skills for English Language Learners
ISE,1801,College Writing for English Language Learners
ISE,1803,Oral Communication for English Language Learners
ISE,2800,Research Writing for English Language Learners
ISE,2820,Critical Reading of Our World for English Language Learners
JP,120X,Elementary Japanese III
JP,200X,Intermediate Japanese I
JP,210X,Intermediate Japanese II
JP,220X,Intermediate Japanese III
MA,099X,Algebra, Analytic Geometry, and Trigonometry
MA,1020,Calculus I With Preliminary Topics
MA,1021,Calculus I
MA,1022,Calculus II
MA,1023,Calculus III
MA,1023,Calculus III (group 1)
MA,1023,Calculus III (group 4)
MA,1023,Calculus III (group 3)
MA,1023,Calculus III (group 5)
MA,1023,Calculus III (group 6)
MA,1023,Calculus III (group 2)
MA,1024,Calculus IV
MA,1024,Calculus IV (group 2)
MA,1024,Calculus IV (group 1)
MA,1024,Calculus IV (group 3)
MA,1024,Calculus IV (group 5)
MA,1024,Calculus IV (group 6)
MA,1024,Calculus IV (group 7)
MA,1024,Calculus IV (group 8)
MA,1024,Calculus IV (group 9)
MA,1024,Calculus IV (group 10)
MA,1033,Theoretical Calculus III
MA,1034,Theoretical Calculus IV
MA,1120,Calculus II W/ Prelim Topics
MA,1801,Denksport
MA,1971,Bridge To Higher Mathematics
MA,2051,Ordinary Differential Equations
MA,2051,Ordinary Differential Equations (group 1)
MA,2051,Ordinary Differential Equations (group 2)
MA,2051,Ordinary Differential Equations (group 3)
MA,2071,Matrices And Linear Algebra I
MA,2071,Matrices And Linear Algebra I (group 1)
MA,2071,Matrices And Linear Algebra I (group 2)
MA,2071,Matrices And Linear Algebra I (group 3)
MA,2072,Accelerated Matrices And Linear Algebra I
MA,2072,Accelerated Matrices And Linear Algebra I (group 1)
MA,2073,Matrices And Linear Algebra II
MA,2201,Discrete Mathematics
MA,2210,Mathematical Methods In Decision Making
MA,2211,Theory Of Interest I
MA,2212,Theory Of Interest II
MA,2251,Vector And Tensor Calculus
MA,2271,Graph Theory
MA,2273,Combinatorics
MA,2431,Mathematical Modeling With Ordinary Differential Equations
MA,2610,Interest List - Applied Statistics For The Life Sciences
MA,2610,Applied Statistics For The Life Sciences
MA,2611,Applied Statistics I
MA,2611,Applied Statistics I (group 1)
MA,2611,Applied Statistics I (group 2)
MA,2611,Applied Statistics I (group 3)
MA,2611,Applied Statistics I (group 4)
MA,2612,Applied Statistics II
MA,2612,Applied Statistics II (group 1)
MA,2612,Applied Statistics II (group 2)
MA,2621,Probability For Applications
MA,2621,Probability For Applications (group 1)
MA,2621,Probability For Applications (group 2)
MA,2631,Probability Theory
MA,3212,Actuarial Mathematics I
MA,3213,Actuarial Mathematics II
MA,321X,Introduction to Actuarial Ratemaking
MA,3231,Linear Programming
MA,3257,Numerical Methods For Linear And Nonlinear Systems
MA,3457,Numerical Methods For Calculus And Differential Equations
MA,3471,Advanced Ordinary Differential Equations
MA,3475,Calculus Of Variations
MA,3627,Introduction To The Design And Analysis Of Experiments
MA,3631,Mathematical Statistics
MA,3823,Group Theory
MA,3825,Rings And Fields
MA,3831,Principles Of Real Analysis I
MA,3832,Principles Of Real Analysis II
MA,4213,Loss Models I - Risk Theory
MA,4216,Actuarial Seminar
MA,4222,Top Algorithms In Applied Mathematics
MA,4235,Mathematical Optimization
MA,4237,Probabilistic Methods In Operations Research
MA,4291,Applied Complex Variables
MA,4451,Boundary Value Problems
MA,4631,Probability And Mathematical Statistics I
MA,4632,Probability And Mathematical Statistics II
MA,4635,Data Analytics And Statistical Learning
MA,4644,Introduction to Time Series Analysis
MA,4891,Topics In Mathematics
MA,4891,ST: Number Theory
MA,4892,Topics In Actuarial Mathematics
MA,4895,Differential Geometry
MA,500,Basic Real Analysis
MA,501,Engineering Mathematics
MA,502,Linear Algebra
MA,503,Lebesgue Measure And Integration
MA,504,Functional Analysis
MA,505,Complex Analysis
MA,508,Mathematical Modeling
MA,510,Numerical Methods
MA,511,Applied Statistics For Engineers And Scientists
MA,512,Numerical Differential Equations
MA,514,Numerical Linear Algebra
MA,517,Mathematical Foundations For Data Science
MA,521,Partial Differential Equations
MA,529,Stochastic Processes
MA,535,Algebra
MA,540,Probability And Mathematical Statistics I
MA,541,Probability And Mathematical Statistics II
MA,542,Regression Analysis
MA,543,Statistical Methods For Data Science
MA,546,Design and Analysis of Experiments
MA,547,Design and Analysis of Observational and Sampling Studies
MA,549,Analysis of Lifetime Data
MA,551,Computational Statistics
MA,556,Applied Bayesian Statistics
MA,557,Graduate Seminar in Applied Mathematics
MA,559,Statistics Graduate Seminar
MA,574,Portfolio Valuation and Risk Management
MA,575,Market and Credit Risk Models and Management
MA,584,Statistical Methods In Genetics And Bioinformatics
MA,590,ST: Scientific Machine Learning
MA,590,ST: TBD
MA,590,ST:Statistical Methods for Social and Behavioral Science
MA,590,ST: Principles of Epidemiology
MA,595,Independent Study - Algebraic Topology II
ME,1520,The Technology Of Alpine Skiing
ME,1800,Manufacturing Science, Prototyping, And Computer-Controlled Machining
ME,2300,Introduction To Engineering Design
ME,2312,Introduction To Computational Solutions For Engineering Problems
ME,281X,Introduction to Manufacturing Engineering
ME,2820,Interest List - Materials Processing
ME,2820,Materials Processing
ME,3310,Kinematics Of Mechanisms
ME,3311,Dynamics of Mechanisms and Machines
ME,3320,Design of Machine Elements
ME,3411,Intermediate Fluid Mechanics
ME,3501,Elementary Continuum Mechanics
ME,3506,Rehabilitation Engineering
ME,3820,Computer-Aided Manufacturing
ME,3901,Engineering Experimentation
ME,3902,Project-Based Engineering Experimentation
ME,4320,Advanced Engineering Design
ME,4322,Modeling And Analysis Of Mechatronic Systems.
ME,4322,Modeling And Analysis Of Mechatronic Systems
ME,4323,Fundamentals of Vehicle Drivetrain Systems
ME,4324,Integrated Design of Mechanical System
ME,4422,Design and Optimization of Thermal Systems
ME,4424,Radiation Heat Transfer Application & Design
ME,4429,Thermofluid Application and Design
ME,4503,Computational Biomechanics
ME,4504,Biomechanics
ME,4506,Mechanical Vibrations
ME,4512,Introduction to the Finite Element Method
ME,4606,Biofluids
ME,4813,Ceramics And Glasses For Engineering Applications
ME,4814,Biomaterials
ME,4821,Plastics
ME,4832,Corrosion And Corrosion Control
ME,4840,Physical Metallurgy
ME,4875,Introduction To Nanomaterials And Nanotechnology
ME,500,Applied Analytical Methods in Engineering
ME,5001,Applied Numerical Methods In Engineering
ME,5108,Introduction To Computational Fluid Dynamics
ME,514,Fluid Dynamics
ME,516,Heat Transfer
ME,5200,Mechanical Vibrations
ME,5202,Advanced Dynamics
ME,5220,Control Of Linear Dynamical Systems
ME,5221,Control Of Nonlinear Dynamical Systems
ME,5225,Fiber Optical Sensors
ME,527,Foundations Of Robotics
ME,528,Robot Dynamics
ME,5303,Applied Finite Element Methods In Engineering
ME,5304,Laser Metrology And Nondestructive Testing
ME,5311,Structure And Properties Of Engineering Materials
ME,5312,Properties And Performance Of Engineering Materials
ME,5358,Plastics
ME,5361,Mechanical Behavior And Fracture Of Materials
ME,5370,Surface Metrology
ME,5371,Fundamentals of Surface Metrology
ME,5380,Foundations Of Elasticity
ME,5381,Applied Elasticity
ME,5383,Continuum Mechanics
ME,5385,Metal Additive Manufacturing
ME,5420,Fundamentals Of Axiomatic Design Of Manufacturing Processes
ME,543,Axiomatic Design Of Manufacturing Processes
ME,5431,Computer Integrated Manufacturing
ME,5441,Design For Manufacturability
ME,5503,Medical Device Innovation and Development
ME,552,Tissue Mechanics
ME,5847,Materials for Electrochemical Energy Systems
ME,591,Graduate Seminar
ME,593,ST: Design and Optimization of Thermal Systems
ME,593,ST: Printed Electronics and Sensors
ME,593,Design and Optimization of Thermal Systems
ME,593,ST: Machining Processes
ME,593,ST: Extraction and Recycling of Metals
ME,593,ST: Computational Modeling for Biofluid and Medical Devices
MFE,500,Current Topics In Manufacturing Seminar
MFE,511,Application Of Industrial Robotics
MFE,520,Axiomatic Design Of Manufacturing Processes
MFE,531,Computer Integrated Manufacturing
MFE,5385,Metal Additive Manufacturing
MFE,541,Design For Manufacturability
MFE,5420,Fundamentals Of Axiomatic Design Of Manufacturing Processes
MFE,5841,Surface Metrology
MFE,5843,Fundamentals of Surface Metrology
MFE,594,ST: Machining Processes
MIS,2300,Business Applications of Blockchain
MIS,3010,Creating Value Through Innovation
MIS,3720,Business Data Management
MIS,3730,Artificial Intelligence with Business Application
MIS,3787,Business Applications Of Machine Learning
MIS,4084,Business Intelligence
MIS,4720,Systems Analysis And Design
MIS,4741,User Experience And Design
MIS,500,Innovating With Information Systems
MIS,502,Data Management For Analytics
MIS,510,Business Application of Blockchain Tech
MIS,520,Artificial Intelligence and its Business Applications
MIS,571,Database Applications Design And Development
MIS,573,System Design And Development
MIS,576,Project Management
MIS,581,Policy And Strategy For Information Technology And Analytics
MIS,582,Information Security Management
MIS,583,User Experience Applications
MIS,584,Business Intelligence
MIS,585,User Experience Design
MIS,587,Business Applications In Machine Learning
MKT,3640,Management Of Process And Product Innovation
MKT,3650,Consumer Behavior
MKT,4030,Achieving Strategic Effectiveness
MKT,500,Marketing Strategy
MKT,561,Consumer Behavior And Analytics
MKT,562,Marketing Research
MKT,565,Digital and Social Media Marketing
MKT,568,Marketing Analytics
MKT,569,Product And Brand Management
ML,1011,Foundations Of Officership I
ML,1012,Foundations Of Officership II
ML,1021,Basic Leadership I
ML,1022,Basic Leadership II
ML,2011,Individual Leadership Studies I
ML,2012,Individual Leadership Studies II
ML,2021,Leadership And Teamwork I
ML,2022,Leadership And Teamwork II
ML,3011,Leadership And Problem Solving I
ML,3012,Leadership And Problem Solving II
ML,3021,Leadership And Ethics I
ML,3022,Leadership And Ethics II
ML,4011,Leadership And Management I
ML,4022,Leadership And Management II
ML,4023,Officership
ML,4024,Transition To Lieutenant
MME,518,Geometrical Concepts
MME,523,Analysis With Applications
MME,524,Probability, Statistics And Data Analysis I
MME,525,Probability, Statistics And Data Analysis II
MME,528,Mathematical Modeling And Problem Solving
MME,529,Numbers, Polynomials And Algebraic Structures
MME,531,Discrete Mathematics
MME,532,Differential Equations
MPE,510,Classical Mechanics
MPE,520,Electrodynamics
MTE,509,Electron Microscopy
MTE,511,Structure And Properties Of Engineering Materials
MTE,512,Properties And Performance Of Engineering Materials
MTE,520,Axiomatic Design Of Manufacturing Processes
MTE,526,Advanced Thermodynamics
MTE,532,X-Ray Diffraction And Crystallography
MTE,5385,Metal Additive Manufacturing
MTE,540,Analytical Methods In Materials Engineering
MTE,5420,Fundamentals Of Axiomatic Design Of Manufacturing Processes
MTE,550,Phase Transformations In Materials
MTE,558,Plastics
MTE,561,Mechanical Behavior And Fracture Of Materials
MTE,575,Introduction To Nanomaterials And Nanotechnology
MTE,580,Materials Science And Engineering Seminar
MTE,5816,Ceramics And Glasses For Engineering Applications
MTE,5841,Surface Metrology
MTE,5843,Fundamentals of Surface Metrology
MTE,5844,Corrosion And Corrosion Control
MTE,5847,Materials for Electrochemical Energy Systems
MTE,594,ST: Printed Electronics and Sensors
MTE,594,ST: Advanced Surface Engineering
MTE,594,ST: Machining Processes
MTE,594,ST: Extraction and Recycling of Metals
MU,1000,Music and Its Makers
MU,1100,Foundations of Music Theory and Aural Skills
MU,2001,History of Western Art Music Before 1750
MU,2002,History of Western Art Music After 1750
MU,2010,Jazz History
